集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2021,41,佐賀県,D,建設業,55～59歳,29.78,76.4,433.76
2021,41,佐賀県,D,建設業,60～64歳,30.18,44.72,406.88
2021,41,佐賀県,D,建設業,65～69歳,24.75,37.83,334.83
2021,41,佐賀県,D,建設業,70歳～,25.48,31.13,336.89
2021,41,佐賀県,E,製造業,年齢計,25.4,84.29,389.09
2021,41,佐賀県,E,製造業,～19歳,17.22,19.33,225.97
2021,41,佐賀県,E,製造業,20～24歳,18.16,51.7,269.62
2021,41,佐賀県,E,製造業,25～29歳,20.1,60.07,301.27
2021,41,佐賀県,E,製造業,30～34歳,23.22,82.07,360.71
2021,41,佐賀県,E,製造業,35～39歳,24.81,86.96,384.68
2021,41,佐賀県,E,製造業,40～44歳,27.35,97.25,425.45
2021,41,佐賀県,E,製造業,45～49歳,30.68,115.95,484.11
2021,41,佐賀県,E,製造業,50～54歳,30.79,112.77,482.25
2021,41,佐賀県,E,製造業,55～59歳,31.38,108.85,485.41
2021,41,佐賀県,E,製造業,60～64歳,22.02,43.47,307.71
2021,41,佐賀県,E,製造業,65～69歳,18.95,23.39,250.79
2021,41,佐賀県,E,製造業,70歳～,19.97,16.09,255.73
2021,41,佐賀県,F,電気・ガス・熱供給・水道業,年齢計,42.21,163.26,669.78
2021,41,佐賀県,F,電気・ガス・熱供給・水道業,～19歳,16.84,2.51,204.59
2021,41,佐賀県,F,電気・ガス・熱供給・水道業,20～24歳,20.21,69.94,312.46
2021,41,佐賀県,F,電気・ガス・熱供給・水道業,25～29歳,25.12,97.63,399.07
2021,41,佐賀県,F,電気・ガス・熱供給・水道業,30～34歳,26.67,84.75,404.79
2021,41,佐賀県,F,電気・ガス・熱供給・水道業,35～39歳,28.97,106.8,454.44
2021,41,佐賀県,F,電気・ガス・熱供給・水道業,40～44歳,37.47,139.45,589.09
2021,41,佐賀県,F,電気・ガス・熱供給・水道業,45～49歳,39.8,162.21,639.81
2021,41,佐賀県,F,電気・ガス・熱供給・水道業,50～54歳,50.12,194.85,796.29
2021,41,佐賀県,F,電気・ガス・熱供給・水道業,55～59歳,54.32,216.61,868.45
2021,41,佐賀県,F,電気・ガス・熱供給・水道業,60～64歳,31.29,121.45,496.93
2021,41,佐賀県,F,電気・ガス・熱供給・水道業,65～69歳,20.62,46.48,293.92
2021,41,佐賀県,F,電気・ガス・熱供給・水道業,70歳～,23.59,62.9,345.98
2021,41,佐賀県,G,情報通信業,年齢計,30.04,152.8,513.28
2021,41,佐賀県,G,情報通信業,～19歳,-,-,-
2021,41,佐賀県,G,情報通信業,20～24歳,20.93,37.74,288.9
2021,41,佐賀県,G,情報通信業,25～29歳,24.61,86.44,381.76
2021,41,佐賀県,G,情報通信業,30～34歳,26.01,91.18,403.3
2021,41,佐賀県,G,情報通信業,35～39歳,28.68,158.54,502.7
2021,41,佐賀県,G,情報通信業,40～44歳,31.19,191.1,565.38
2021,41,佐賀県,G,情報通信業,45～49歳,34.97,215.58,635.22
2021,41,佐賀県,G,情報通信業,50～54歳,42.49,282.68,792.56
2021,41,佐賀県,G,情報通信業,55～59歳,38.88,206.61,673.17
2021,41,佐賀県,G,情報通信業,60～64歳,27.2,153.22,479.62
2021,41,佐賀県,G,情報通信業,65～69歳,17.77,5,218.24
2021,41,佐賀県,G,情報通信業,70歳～,15.66,37.52,225.44
2021,41,佐賀県,H,運輸業，郵便業,年齢計,23.92,37.41,324.45
2021,41,佐賀県,H,運輸業，郵便業,～19歳,16.22,13.15,207.79
2021,41,佐賀県,H,運輸業，郵便業,20～24歳,18.3,35.82,255.42
2021,41,佐賀県,H,運輸業，郵便業,25～29歳,20.44,48.07,293.35
2021,41,佐賀県,H,運輸業，郵便業,30～34歳,23.04,40.46,316.94
2021,41,佐賀県,H,運輸業，郵便業,35～39歳,24.34,50.67,342.75
2021,41,佐賀県,H,運輸業，郵便業,40～44歳,25.9,46.5,357.3
2021,41,佐賀県,H,運輸業，郵便業,45～49歳,25.72,38.54,347.18
2021,41,佐賀県,H,運輸業，郵便業,50～54歳,25.79,38.08,347.56
2021,41,佐賀県,H,運輸業，郵便業,55～59歳,25.49,47.86,353.74
2021,41,佐賀県,H,運輸業，郵便業,60～64歳,22.67,18.28,290.32
2021,41,佐賀県,H,運輸業，郵便業,65～69歳,21.24,11.52,266.4
2021,41,佐賀県,H,運輸業，郵便業,70歳～,16.67,4.38,204.42
2021,41,佐賀県,I,卸売業，小売業,年齢計,24.15,61.24,351.04
2021,41,佐賀県,I,卸売業，小売業,～19歳,17.93,10.22,225.38
2021,41,佐賀県,I,卸売業，小売業,20～24歳,19.84,35.92,274
2021,41,佐賀県,I,卸売業，小売業,25～29歳,22.08,53.9,318.86
2021,41,佐賀県,I,卸売業，小売業,30～34歳,23.36,63.97,344.29
2021,41,佐賀県,I,卸売業，小売業,35～39歳,24.65,68.3,364.1
2021,41,佐賀県,I,卸売業，小売業,40～44歳,26.17,82.14,396.18
2021,41,佐賀県,I,卸売業，小売業,45～49歳,27.79,81.05,414.53
2021,41,佐賀県,I,卸売業，小売業,50～54歳,26.55,73.96,392.56
2021,41,佐賀県,I,卸売業，小売業,55～59歳,22.68,45.01,317.17
2021,41,佐賀県,I,卸売業，小売業,60～64歳,23.31,35.98,315.7
2021,41,佐賀県,I,卸売業，小売業,65～69歳,17.49,18.08,227.96
2021,41,佐賀県,I,卸売業，小売業,70歳～,19.62,28.07,263.51
2021,41,佐賀県,J,金融業，保険業,年齢計,30.44,101.05,466.33
2021,41,佐賀県,J,金融業，保険業,～19歳,14.58,12.94,187.9
2021,41,佐賀県,J,金融業，保険業,20～24歳,19.14,28.63,258.31
2021,41,佐賀県,J,金融業，保険業,25～29歳,24.93,90.15,389.31
2021,41,佐賀県,J,金融業，保険業,30～34歳,24.97,77.73,377.37
2021,41,佐賀県,J,金融業，保険業,35～39歳,31.73,122.64,503.4
2021,41,佐賀県,J,金融業，保険業,40～44歳,29.65,99.83,455.63
2021,41,佐賀県,J,金融業，保険業,45～49歳,36.47,134.43,572.07
2021,41,佐賀県,J,金融業，保険業,50～54歳,42.18,162.98,669.14
2021,41,佐賀県,J,金融業，保険業,55～59歳,34.94,105.34,524.62
2021,41,佐賀県,J,金融業，保険業,60～64歳,31.51,113.42,491.54
2021,41,佐賀県,J,金融業，保険業,65～69歳,25.39,46.58,351.26
2021,41,佐賀県,J,金融業，保険業,70歳～,-,-,-
2021,41,佐賀県,K,不動産業，物品賃貸業,年齢計,24.81,49.82,347.54
2021,41,佐賀県,K,不動産業，物品賃貸業,～19歳,17.82,0,213.84
2021,41,佐賀県,K,不動産業，物品賃貸業,20～24歳,19.5,28.5,262.5
2021,41,佐賀県,K,不動産業，物品賃貸業,25～29歳,20.73,49.92,298.68
2021,41,佐賀県,K,不動産業，物品賃貸業,30～34歳,24.26,45.24,336.36
2021,41,佐賀県,K,不動産業，物品賃貸業,35～39歳,24.02,66.13,354.37
2021,41,佐賀県,K,不動産業，物品賃貸業,40～44歳,30,71.29,431.29
2021,41,佐賀県,K,不動産業，物品賃貸業,45～49歳,28.22,51.69,390.33
2021,41,佐賀県,K,不動産業，物品賃貸業,50～54歳,31.45,61.56,438.96
2021,41,佐賀県,K,不動産業，物品賃貸業,55～59歳,29.76,51.58,408.7
2021,41,佐賀県,K,不動産業，物品賃貸業,60～64歳,21.74,15.59,276.47
2021,41,佐賀県,K,不動産業，物品賃貸業,65～69歳,18.55,18.82,241.42
2021,41,佐賀県,K,不動産業，物品賃貸業,70歳～,18.27,16.29,235.53
2021,41,佐賀県,L,学術研究，専門・技術サービス業,年齢計,27.94,102.86,438.14
2021,41,佐賀県,L,学術研究，専門・技術サービス業,～19歳,14.49,0,173.88
2021,41,佐賀県,L,学術研究，専門・技術サービス業,20～24歳,19.33,38.98,270.94
2021,41,佐賀県,L,学術研究，専門・技術サービス業,25～29歳,21.65,64.97,324.77
2021,41,佐賀県,L,学術研究，専門・技術サービス業,30～34歳,24.38,55.89,348.45
2021,41,佐賀県,L,学術研究，専門・技術サービス業,35～39歳,28.86,106.91,453.23
2021,41,佐賀県,L,学術研究，専門・技術サービス業,40～44歳,28.12,145.99,483.43
2021,41,佐賀県,L,学術研究，専門・技術サービス業,45～49歳,32.08,121.5,506.46
2021,41,佐賀県,L,学術研究，専門・技術サービス業,50～54歳,32.55,135.48,526.08
2021,41,佐賀県,L,学術研究，専門・技術サービス業,55～59歳,36.16,164.44,598.36
2021,41,佐賀県,L,学術研究，専門・技術サービス業,60～64歳,27.11,63.87,389.19
2021,41,佐賀県,L,学術研究，専門・技術サービス業,65～69歳,24.59,72.98,368.06
2021,41,佐賀県,L,学術研究，専門・技術サービス業,70歳～,19.89,56,294.68
2021,41,佐賀県,M,宿泊業，飲食サービス業,年齢計,22.58,26.32,297.28
2021,41,佐賀県,M,宿泊業，飲食サービス業,～19歳,15.95,9.71,201.11
2021,41,佐賀県,M,宿泊業，飲食サービス業,20～24歳,19.28,25.97,257.33
2021,41,佐賀県,M,宿泊業，飲食サービス業,25～29歳,22.23,36.86,303.62
2021,41,佐賀県,M,宿泊業，飲食サービス業,30～34歳,22.1,38.18,303.38
2021,41,佐賀県,M,宿泊業，飲食サービス業,35～39歳,22.28,22.01,289.37
2021,41,佐賀県,M,宿泊業，飲食サービス業,40～44歳,23.48,17.18,298.94
2021,41,佐賀県,M,宿泊業，飲食サービス業,45～49歳,29.49,37.31,391.19
2021,41,佐賀県,M,宿泊業，飲食サービス業,50～54歳,21.83,26.22,288.18
2021,41,佐賀県,M,宿泊業，飲食サービス業,55～59歳,23.21,29.1,307.62
2021,41,佐賀県,M,宿泊業，飲食サービス業,60～64歳,21.27,21.18,276.42
2021,41,佐賀県,M,宿泊業，飲食サービス業,65～69歳,17.12,1.81,207.25
2021,41,佐賀県,M,宿泊業，飲食サービス業,70歳～,17.63,0,211.56
2021,41,佐賀県,N,生活関連サービス業，娯楽業,年齢計,21.58,27.61,286.57
2021,41,佐賀県,N,生活関連サービス業，娯楽業,～19歳,16.92,17.39,220.43
2021,41,佐賀県,N,生活関連サービス業，娯楽業,20～24歳,19.06,21.34,250.06
2021,41,佐賀県,N,生活関連サービス業，娯楽業,25～29歳,20.39,27.15,271.83
2021,41,佐賀県,N,生活関連サービス業，娯楽業,30～34歳,22.1,22.43,287.63
2021,41,佐賀県,N,生活関連サービス業，娯楽業,35～39歳,24.57,32.71,327.55
2021,41,佐賀県,N,生活関連サービス業，娯楽業,40～44歳,24.99,39.5,339.38
2021,41,佐賀県,N,生活関連サービス業，娯楽業,45～49歳,26.86,41.83,364.15
2021,41,佐賀県,N,生活関連サービス業，娯楽業,50～54歳,25.36,39.96,344.28
2021,41,佐賀県,N,生活関連サービス業，娯楽業,55～59歳,20.27,26.55,269.79
2021,41,佐賀県,N,生活関連サービス業，娯楽業,60～64歳,18.21,15.06,233.58
2021,41,佐賀県,N,生活関連サービス業，娯楽業,65～69歳,16.42,16.98,214.02
2021,41,佐賀県,N,生活関連サービス業，娯楽業,70歳～,15.38,6.99,191.55
2021,41,佐賀県,O,教育，学習支援業,年齢計,31.14,103.9,477.58
2021,41,佐賀県,O,教育，学習支援業,～19歳,16.2,0,194.4
2021,41,佐賀県,O,教育，学習支援業,20～24歳,19.73,33.08,269.84
2021,41,佐賀県,O,教育，学習支援業,25～29歳,23.2,67.78,346.18
2021,41,佐賀県,O,教育，学習支援業,30～34歳,28.02,84.96,421.2
2021,41,佐賀県,O,教育，学習支援業,35～39歳,30.23,100.31,463.07
2021,41,佐賀県,O,教育，学習支援業,40～44歳,31.47,112.34,489.98
2021,41,佐賀県,O,教育，学習支援業,45～49歳,32.58,114.3,505.26
2021,41,佐賀県,O,教育，学習支援業,50～54歳,37.81,134.06,587.78
2021,41,佐賀県,O,教育，学習支援業,55～59歳,37.47,133.82,583.46
2021,41,佐賀県,O,教育，学習支援業,60～64歳,34.75,123.93,540.93
2021,41,佐賀県,O,教育，学習支援業,65～69歳,29.48,78.84,432.6
2021,41,佐賀県,O,教育，学習支援業,70歳～,33.83,142.84,548.8
2021,41,佐賀県,P,医療，福祉,年齢計,25.69,59.92,368.2
2021,41,佐賀県,P,医療，福祉,～19歳,15.44,1.5,186.78
2021,41,佐賀県,P,医療，福祉,20～24歳,20.52,32.94,279.18
2021,41,佐賀県,P,医療，福祉,25～29歳,23.08,48.43,325.39
2021,41,佐賀県,P,医療，福祉,30～34歳,23.61,56.91,340.23
2021,41,佐賀県,P,医療，福祉,35～39歳,25.44,75.68,380.96
2021,41,佐賀県,P,医療，福祉,40～44歳,25.74,61.29,370.17
2021,41,佐賀県,P,医療，福祉,45～49歳,28.38,78.87,419.43
2021,41,佐賀県,P,医療，福祉,50～54歳,27.78,69.79,403.15
2021,41,佐賀県,P,医療，福祉,55～59歳,30.06,60.19,420.91
2021,41,佐賀県,P,医療，福祉,60～64歳,23.47,53.3,334.94
2021,41,佐賀県,P,医療，福祉,65～69歳,30.26,32.2,395.32
2021,41,佐賀県,P,医療，福祉,70歳～,18.55,24.25,246.85
2021,41,佐賀県,Q,複合サービス事業,年齢計,27.94,89.88,425.16
2021,41,佐賀県,Q,複合サービス事業,～19歳,15.85,18.2,208.4
2021,41,佐賀県,Q,複合サービス事業,20～24歳,18.98,44.31,272.07
2021,41,佐賀県,Q,複合サービス事業,25～29歳,21.75,65.43,326.43
2021,41,佐賀県,Q,複合サービス事業,30～34歳,26.12,75.59,389.03
2021,41,佐賀県,Q,複合サービス事業,35～39歳,26.5,87.61,405.61
2021,41,佐賀県,Q,複合サービス事業,40～44歳,30.31,103.99,467.71
2021,41,佐賀県,Q,複合サービス事業,45～49歳,32.25,117.1,504.1
2021,41,佐賀県,Q,複合サービス事業,50～54歳,34.11,125.94,535.26
2021,41,佐賀県,Q,複合サービス事業,55～59歳,34.23,117.47,528.23
2021,41,佐賀県,Q,複合サービス事業,60～64歳,22.1,38.73,303.93
2021,41,佐賀県,Q,複合サービス事業,65～69歳,17.04,8.27,212.75
2021,41,佐賀県,Q,複合サービス事業,70歳～,24.09,9.34,298.42
2021,41,佐賀県,R,サービス業（他に分類されないもの）,年齢計,21.44,41.92,299.2
2021,41,佐賀県,R,サービス業（他に分類されないもの）,～19歳,19.3,23.31,254.91
2021,41,佐賀県,R,サービス業（他に分類されないもの）,20～24歳,18.72,27.65,252.29
2021,41,佐賀県,R,サービス業（他に分類されないもの）,25～29歳,20.56,43.18,289.9
2021,41,佐賀県,R,サービス業（他に分類されないもの）,30～34歳,21.27,42.99,298.23
2021,41,佐賀県,R,サービス業（他に分類されないもの）,35～39歳,22.05,48.95,313.55
2021,41,佐賀県,R,サービス業（他に分類されないもの）,40～44歳,22.34,47.09,315.17
2021,41,佐賀県,R,サービス業（他に分類されないもの）,45～49歳,23.14,58.99,336.67
2021,41,佐賀県,R,サービス業（他に分類されないもの）,50～54歳,23.84,53.71,339.79
2021,41,佐賀県,R,サービス業（他に分類されないもの）,55～59歳,24.26,53.94,345.06
2021,41,佐賀県,R,サービス業（他に分類されないもの）,60～64歳,20.01,31.33,271.45
2021,41,佐賀県,R,サービス業（他に分類されないもの）,65～69歳,17.46,12.05,221.57
2021,41,佐賀県,R,サービス業（他に分類されないもの）,70歳～,15.83,5.98,195.94
2021,42,長崎県,C,鉱業，採石業，砂利採取業,年齢計,24.51,36.27,330.39
2021,42,長崎県,C,鉱業，採石業，砂利採取業,～19歳,-,-,-
2021,42,長崎県,C,鉱業，採石業，砂利採取業,20～24歳,18.49,15,236.88
2021,42,長崎県,C,鉱業，採石業，砂利採取業,25～29歳,23.13,28.12,305.68
2021,42,長崎県,C,鉱業，採石業，砂利採取業,30～34歳,23.42,10.2,291.24
2021,42,長崎県,C,鉱業，採石業，砂利採取業,35～39歳,21.79,45.34,306.82
2021,42,長崎県,C,鉱業，採石業，砂利採取業,40～44歳,23.52,40.02,322.26
2021,42,長崎県,C,鉱業，採石業，砂利採取業,45～49歳,21.31,36,291.72
2021,42,長崎県,C,鉱業，採石業，砂利採取業,50～54歳,28.07,39.77,376.61
2021,42,長崎県,C,鉱業，採石業，砂利採取業,55～59歳,30.08,29.91,390.87
2021,42,長崎県,C,鉱業，採石業，砂利採取業,60～64歳,24.79,42.66,340.14
2021,42,長崎県,C,鉱業，採石業，砂利採取業,65～69歳,23.99,45.5,333.38
2021,42,長崎県,C,鉱業，採石業，砂利採取業,70歳～,17.6,32.42,243.62
2021,42,長崎県,D,建設業,年齢計,27.79,76.98,410.46
2021,42,長崎県,D,建設業,～19歳,18.08,6.16,223.12
2021,42,長崎県,D,建設業,20～24歳,20.49,46.61,292.49
2021,42,長崎県,D,建設業,25～29歳,22.65,78.19,349.99
2021,42,長崎県,D,建設業,30～34歳,25.24,72.89,375.77
2021,42,長崎県,D,建設業,35～39歳,27.18,85.16,411.32
2021,42,長崎県,D,建設業,40～44歳,29.21,80.93,431.45
2021,42,長崎県,D,建設業,45～49歳,29.15,99.44,449.24
2021,42,長崎県,D,建設業,50～54歳,31.45,119.49,496.89
2021,42,長崎県,D,建設業,55～59歳,31.94,91.97,475.25
2021,42,長崎県,D,建設業,60～64歳,30.21,58,420.52
2021,42,長崎県,D,建設業,65～69歳,26.63,39.37,358.93
2021,42,長崎県,D,建設業,70歳～,23.99,24.89,312.77
2021,42,長崎県,E,製造業,年齢計,24.85,72.29,370.49
2021,42,長崎県,E,製造業,～19歳,17.01,9.13,213.25
2021,42,長崎県,E,製造業,20～24歳,17.7,36.9,249.3
2021,42,長崎県,E,製造業,25～29歳,21.47,60.76,318.4
2021,42,長崎県,E,製造業,30～34歳,23.53,70.73,353.09
2021,42,長崎県,E,製造業,35～39歳,23.5,64.82,346.82
2021,42,長崎県,E,製造業,40～44歳,27.37,86.86,415.3
2021,42,長崎県,E,製造業,45～49歳,27.96,101.98,437.5
2021,42,長崎県,E,製造業,50～54歳,28.91,94.44,441.36
2021,42,長崎県,E,製造業,55～59歳,28.34,87.5,427.58
2021,42,長崎県,E,製造業,60～64歳,23.23,44.79,323.55
2021,42,長崎県,E,製造業,65～69歳,19.59,21.51,256.59
2021,42,長崎県,E,製造業,70歳～,16.67,11.59,211.63
2021,42,長崎県,F,電気・ガス・熱供給・水道業,年齢計,40.97,151.61,643.25
2021,42,長崎県,F,電気・ガス・熱供給・水道業,～19歳,19.17,26.54,256.58
2021,42,長崎県,F,電気・ガス・熱供給・水道業,20～24歳,20.05,65.46,306.06
2021,42,長崎県,F,電気・ガス・熱供給・水道業,25～29歳,23.83,86.14,372.1
2021,42,長崎県,F,電気・ガス・熱供給・水道業,30～34歳,30.04,84.4,444.88
2021,42,長崎県,F,電気・ガス・熱供給・水道業,35～39歳,31.78,117.6,498.96
2021,42,長崎県,F,電気・ガス・熱供給・水道業,40～44歳,37.74,144.14,597.02
2021,42,長崎県,F,電気・ガス・熱供給・水道業,45～49歳,39.32,142.54,614.38
2021,42,長崎県,F,電気・ガス・熱供給・水道業,50～54歳,50.55,191.6,798.2
2021,42,長崎県,F,電気・ガス・熱供給・水道業,55～59歳,52.97,209.74,845.38
2021,42,長崎県,F,電気・ガス・熱供給・水道業,60～64歳,22.49,66.06,335.94
2021,42,長崎県,F,電気・ガス・熱供給・水道業,65～69歳,21.73,45.17,305.93
2021,42,長崎県,F,電気・ガス・熱供給・水道業,70歳～,15.82,0,189.84
2021,42,長崎県,G,情報通信業,年齢計,29.95,97.12,456.52
2021,42,長崎県,G,情報通信業,～19歳,17.43,15.45,224.61
2021,42,長崎県,G,情報通信業,20～24歳,19.37,34.6,267.04
2021,42,長崎県,G,情報通信業,25～29歳,20.74,60.52,309.4
2021,42,長崎県,G,情報通信業,30～34歳,23.89,70.35,357.03
2021,42,長崎県,G,情報通信業,35～39歳,27.85,93.18,427.38
2021,42,長崎県,G,情報通信業,40～44歳,30.72,96.73,465.37
2021,42,長崎県,G,情報通信業,45～49歳,34.35,109.52,521.72
2021,42,長崎県,G,情報通信業,50～54歳,39.45,145.63,619.03
2021,42,長崎県,G,情報通信業,55～59歳,40.38,150.62,635.18
2021,42,長崎県,G,情報通信業,60～64歳,24.52,73.09,367.33
2021,42,長崎県,G,情報通信業,65～69歳,-,-,-
2021,42,長崎県,G,情報通信業,70歳～,-,-,-
2021,42,長崎県,H,運輸業，郵便業,年齢計,24.02,51.79,340.03
2021,42,長崎県,H,運輸業，郵便業,～19歳,16.09,8.71,201.79
2021,42,長崎県,H,運輸業，郵便業,20～24歳,17.35,33.13,241.33
2021,42,長崎県,H,運輸業，郵便業,25～29歳,23.34,29.16,309.24
2021,42,長崎県,H,運輸業，郵便業,30～34歳,22.47,47.91,317.55
2021,42,長崎県,H,運輸業，郵便業,35～39歳,25.28,65.63,368.99
2021,42,長崎県,H,運輸業，郵便業,40～44歳,24.68,68.06,364.22
2021,42,長崎県,H,運輸業，郵便業,45～49歳,26.29,73.15,388.63
2021,42,長崎県,H,運輸業，郵便業,50～54歳,29.63,60.8,416.36
2021,42,長崎県,H,運輸業，郵便業,55～59歳,25.11,52.27,353.59
2021,42,長崎県,H,運輸業，郵便業,60～64歳,19.96,36.24,275.76
2021,42,長崎県,H,運輸業，郵便業,65～69歳,18.34,21.83,241.91
2021,42,長崎県,H,運輸業，郵便業,70歳～,16.1,9.16,202.36
2021,42,長崎県,I,卸売業，小売業,年齢計,24.39,56.14,348.82
2021,42,長崎県,I,卸売業，小売業,～19歳,16.95,3.95,207.35
2021,42,長崎県,I,卸売業，小売業,20～24歳,18.32,29.57,249.41
2021,42,長崎県,I,卸売業，小売業,25～29歳,20.39,46.83,291.51
2021,42,長崎県,I,卸売業，小売業,30～34歳,22.54,55.97,326.45
2021,42,長崎県,I,卸売業，小売業,35～39歳,24.81,67.91,365.63
2021,42,長崎県,I,卸売業，小売業,40～44歳,25.3,69.98,373.58
2021,42,長崎県,I,卸売業，小売業,45～49歳,26.89,67.68,390.36
2021,42,長崎県,I,卸売業，小売業,50～54歳,28.31,67.1,406.82
2021,42,長崎県,I,卸売業，小売業,55～59歳,27.93,64.87,400.03
2021,42,長崎県,I,卸売業，小売業,60～64歳,23.54,38.38,320.86
2021,42,長崎県,I,卸売業，小売業,65～69歳,21.56,23.15,281.87
2021,42,長崎県,I,卸売業，小売業,70歳～,19.82,26.61,264.45
2021,42,長崎県,J,金融業，保険業,年齢計,32.27,102.44,489.68
2021,42,長崎県,J,金融業，保険業,～19歳,17.2,6.3,212.7
2021,42,長崎県,J,金融業，保険業,20～24歳,20.5,39.75,285.75
2021,42,長崎県,J,金融業，保険業,25～29歳,25.26,72.33,375.45
2021,42,長崎県,J,金融業，保険業,30～34歳,28.89,86.04,432.72
2021,42,長崎県,J,金融業，保険業,35～39歳,32.05,114.21,498.81
2021,42,長崎県,J,金融業，保険業,40～44歳,30.39,89.21,453.89
2021,42,長崎県,J,金融業，保険業,45～49歳,35.94,130.65,561.93
2021,42,長崎県,J,金融業，保険業,50～54歳,41.09,128.57,621.65
2021,42,長崎県,J,金融業，保険業,55～59歳,38.89,139.88,606.56
2021,42,長崎県,J,金融業，保険業,60～64歳,33.67,103.14,507.18
2021,42,長崎県,J,金融業，保険業,65～69歳,33.39,87.65,488.33
2021,42,長崎県,J,金融業，保険業,70歳～,22.26,62.48,329.6
2021,42,長崎県,K,不動産業，物品賃貸業,年齢計,25.83,65.72,375.68
2021,42,長崎県,K,不動産業，物品賃貸業,～19歳,15.37,0,184.44
2021,42,長崎県,K,不動産業，物品賃貸業,20～24歳,18.34,32.48,252.56
2021,42,長崎県,K,不動産業，物品賃貸業,25～29歳,22.13,47.26,312.82
2021,42,長崎県,K,不動産業，物品賃貸業,30～34歳,23.29,65,344.48
2021,42,長崎県,K,不動産業，物品賃貸業,35～39歳,25.17,60.33,362.37
2021,42,長崎県,K,不動産業，物品賃貸業,40～44歳,25.58,59.72,366.68
2021,42,長崎県,K,不動産業，物品賃貸業,45～49歳,29.48,84.19,437.95
2021,42,長崎県,K,不動産業，物品賃貸業,50～54歳,29.89,91.75,450.43
2021,42,長崎県,K,不動産業，物品賃貸業,55～59歳,30.24,91.16,454.04
2021,42,長崎県,K,不動産業，物品賃貸業,60～64歳,27.27,62.49,389.73
2021,42,長崎県,K,不動産業，物品賃貸業,65～69歳,19.76,15.23,252.35
2021,42,長崎県,K,不動産業，物品賃貸業,70歳～,16.42,49.01,246.05
2021,42,長崎県,L,学術研究，専門・技術サービス業,年齢計,33.36,123.85,524.17
2021,42,長崎県,L,学術研究，専門・技術サービス業,～19歳,16.74,7.13,208.01
2021,42,長崎県,L,学術研究，専門・技術サービス業,20～24歳,20.42,60.09,305.13
2021,42,長崎県,L,学術研究，専門・技術サービス業,25～29歳,22.74,77.67,350.55
2021,42,長崎県,L,学術研究，専門・技術サービス業,30～34歳,28.67,99.16,443.2
2021,42,長崎県,L,学術研究，専門・技術サービス業,35～39歳,31.03,109.34,481.7
2021,42,長崎県,L,学術研究，専門・技術サービス業,40～44歳,34.09,119.89,528.97
2021,42,長崎県,L,学術研究，専門・技術サービス業,45～49歳,35.95,138.27,569.67
2021,42,長崎県,L,学術研究，専門・技術サービス業,50～54歳,41.51,173.77,671.89
2021,42,長崎県,L,学術研究，専門・技術サービス業,55～59歳,41.16,176.08,670
2021,42,長崎県,L,学術研究，専門・技術サービス業,60～64歳,30.67,86.93,454.97
2021,42,長崎県,L,学術研究，専門・技術サービス業,65～69歳,25.38,38.63,343.19
2021,42,長崎県,L,学術研究，専門・技術サービス業,70歳～,30.07,22.38,383.22
2021,42,長崎県,M,宿泊業，飲食サービス業,年齢計,20.91,13.1,264.02
2021,42,長崎県,M,宿泊業，飲食サービス業,～19歳,16.2,0.25,194.65
2021,42,長崎県,M,宿泊業，飲食サービス業,20～24歳,18.03,9.23,225.59
2021,42,長崎県,M,宿泊業，飲食サービス業,25～29歳,18.87,8.77,235.21
2021,42,長崎県,M,宿泊業，飲食サービス業,30～34歳,20.96,14.99,266.51
2021,42,長崎県,M,宿泊業，飲食サービス業,35～39歳,21.29,10.23,265.71
2021,42,長崎県,M,宿泊業，飲食サービス業,40～44歳,22.44,20.56,289.84
2021,42,長崎県,M,宿泊業，飲食サービス業,45～49歳,23.26,23.05,302.17
2021,42,長崎県,M,宿泊業，飲食サービス業,50～54歳,22.56,12.94,283.66
2021,42,長崎県,M,宿泊業，飲食サービス業,55～59歳,21.88,9.96,272.52
2021,42,長崎県,M,宿泊業，飲食サービス業,60～64歳,19.27,10.55,241.79
2021,42,長崎県,M,宿泊業，飲食サービス業,65～69歳,19.17,10.17,240.21
2021,42,長崎県,M,宿泊業，飲食サービス業,70歳～,19.46,2.92,236.44
2021,42,長崎県,N,生活関連サービス業，娯楽業,年齢計,23.17,21.58,299.62
2021,42,長崎県,N,生活関連サービス業，娯楽業,～19歳,17.28,2.85,210.21
2021,42,長崎県,N,生活関連サービス業，娯楽業,20～24歳,18.8,9.28,234.88
2021,42,長崎県,N,生活関連サービス業，娯楽業,25～29歳,20.48,17.5,263.26
2021,42,長崎県,N,生活関連サービス業，娯楽業,30～34歳,23.68,25.39,309.55
2021,42,長崎県,N,生活関連サービス業，娯楽業,35～39歳,24.33,29.17,321.13
2021,42,長崎県,N,生活関連サービス業，娯楽業,40～44歳,25.6,31.21,338.41
2021,42,長崎県,N,生活関連サービス業，娯楽業,45～49歳,25.87,26.5,336.94
2021,42,長崎県,N,生活関連サービス業，娯楽業,50～54歳,24.48,29.19,322.95
2021,42,長崎県,N,生活関連サービス業，娯楽業,55～59歳,22.18,13.1,279.26
2021,42,長崎県,N,生活関連サービス業，娯楽業,60～64歳,21.62,8.75,268.19
2021,42,長崎県,N,生活関連サービス業，娯楽業,65～69歳,20.74,18.52,267.4
